File,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max
GCF_001922025.1,3,2726576,908858.7,2600578,2600578,2600578,2483331.409,58093,2600578
GCF_014879295.1,1,2530379,2530379.0,2530379,2530379,2530379,2530379.000,2530379,2530379
GCF_014905035.1,4,2611860,652965.0,2475367,2475367,2475367,2348454.343,37160,2475367
GCF_019266005.1,36,2581419,71706.1,253657,89682,45443,297492.066,577,651916
GCF_001677035.1,24,2561595,106733.1,214172,136681,60106,251057.039,764,527792
GCF_019266025.1,32,2581796,80681.1,200485,118083,48452,300279.076,520,647647
GCF_002095645.1,66,2738317,41489.7,194211,72134,33353,156342.863,252,286113
GCF_002095915.1,79,2616211,33116.6,192350,102538,15754,187953.113,248,330747
GCF_002095905.1,65,2563148,39433.0,192349,103521,20726,190739.973,240,330747
GCF_002095895.1,84,2611434,31088.5,192222,102538,17677,190186.111,240,337373
GCF_002095765.1,54,2613937,48406.2,188636,142936,39959,208492.555,235,437069
GCF_001687145.1,74,2689337,36342.4,181610,60832,22657,287943.615,245,726833
GCF_019265985.1,68,2655269,39048.1,181536,58405,27433,192102.637,423,457949
GCF_001687155.1,67,2769427,41334.7,177745,61947,23985,278780.035,232,676120
GCF_002095715.1,36,2566645,71295.7,161307,129330,48452,301072.720,364,690536
GCF_002095835.1,38,2567644,67569.6,161307,93508,48452,296759.175,306,690536
GCF_002095755.1,61,2665006,43688.6,143467,88243,29390,216073.102,250,504044
GCF_002095695.1,60,2706330,45105.5,132527,79042,38674,162742.348,234,363950
GCF_002095845.1,55,2704805,49178.3,132527,70554,30876,160130.319,234,363950
GCF_002095795.1,38,2570634,67648.3,124546,71380,42217,163973.474,225,354135
GCF_002095725.1,60,2708155,45135.9,115983,64267,30876,154827.862,234,363642
GCF_002095615.1,63,2672131,42414.8,114067,48454,19365,140284.648,282,313120
GCF_001437335.1,174,2595143,14914.6,114011,42353,14523,135406.687,204,325525
GCF_002095825.1,130,2799109,21531.6,76021,41799,15029,103978.135,206,351075
GCF_005864155.1,133,2800230,21054.4,76021,41799,15029,103936.661,206,351075
GCF_002095815.1,164,2654853,16188.1,70556,28962,7458,110232.165,225,363642
GCF_002095655.1,108,2762714,25580.7,65547,34600,13449,75014.631,244,200713
GCF_002095635.1,143,2543799,17788.8,53605,32843,16193,88679.113,206,307911
GCF_001435315.1,50,2566098,51322.0,200121,64525,38417,226806.736,205,504278
GCF_001591885.1,98,2554474,26066.1,64874,34149,15688,91797.452,502,296290
GCF_005864225.1,89,2963205,33294.4,68638,38323,21296,79421.037,253,171272
GCF_000238835.1,165,2854910,17302.5,60821,34974,14544,107261.730,501,370321
GCF_002157585.1,161,2493412,15487.0,61341,34236,16656,73347.894,208,176964
GCF_004354625.1,103,2544161,24700.6,50705,28464,13222,62250.019,407,157743
GCF_900411375.1,29,3070030,105863.1,195666,99028,71174,332410.809,1008,783724
GCF_001436255.1,87,2854844,32814.3,72132,39162,20752,157208.338,205,533768
GCF_902386285.1,9,1566789,174087.7,489532,297592,87649,458045.506,362,614505
GCF_001436555.1,9,1566789,174087.7,489532,297592,87649,458045.506,362,614505
GCF_020616595.1,1,1242019,1242019.0,1242019,1242019,1242019,1242019.000,1242019,1242019
GCF_001766745.1,40,2794637,69865.9,172375,109064,72314,165088.398,597,239371
GCF_001435575.1,79,2693129,34090.2,89629,43123,22042,143488.760,201,405054
GCF_007954525.1,3,1701333,567111.0,1590008,1590008,1590008,1489615.681,53399,1590008
GCF_900322415.1,50,1812016,36240.3,242386,63578,22807,209308.745,527,423789
GCF_014207505.1,16,1820660,113791.2,256011,193486,110964,262511.386,1180,448482
GCF_019655915.1,28,1727748,61705.3,126684,85308,49036,170793.618,234,378814
GCF_008690925.1,8,1699678,212459.8,1137580,222957,190391,821292.514,324,1137580
GCF_008690825.1,12,1765632,147136.0,1137276,231421,222953,800498.891,231,1137276
GCF_008690965.1,14,1811539,129395.6,1109738,234870,111028,751577.088,255,1109738
GCF_008690875.1,24,1801894,75078.9,1106035,229291,111028,748252.379,201,1106035
GCF_008689755.1,18,1769378,98298.8,412621,195838,111292,393273.903,211,644376
GCF_008689765.1,19,1769655,93139.7,412621,195848,111247,393153.380,211,644295
GCF_008690985.1,11,1745080,158643.6,1142374,229291,111292,807796.965,255,1142374
GCF_008690845.1,17,1772884,104287.3,256026,233893,111028,326849.771,225,546910
GCF_008690865.1,13,1852850,142526.9,306690,233535,111019,367524.878,302,631864
GCF_008689675.1,13,1650833,126987.2,256123,229291,111294,311957.810,255,508794
GCF_008689695.1,27,1814578,67206.6,239739,123814,61444,299861.884,208,458911
GCF_008690785.1,24,1829802,76241.8,229291,142930,111029,326339.079,204,613279
GCF_900322425.1,22,1666838,75765.4,165377,63579,36560,184670.652,1411,358622
GCF_000300135.1,5,1773468,354693.6,1645096,1645096,1645096,1528448.436,21990,1645096
GCF_007954785.1,2,1903250,951625.0,1865972,1865972,1865972,1830154.291,37278,1865972
GCF_015277835.1,2,1982470,991235.0,1946279,1946279,1946279,1911409.370,36191,1946279
GCF_008033195.1,2,1903247,951623.5,1865968,1865968,1865968,1830149.372,37279,1865968
GCF_007954705.1,6,1969408,328234.7,1849853,1849853,1849853,1739089.455,16066,1849853
GCF_007954565.1,5,1894768,378953.6,1763579,1763579,1763579,1643829.028,24394,1763579
GCF_009707745.1,6,2019266,336544.3,1877291,1877291,1877291,1747641.783,6338,1877291
GCF_002804045.1,5,1923830,384766.0,1829246,1829246,1829246,1740879.094,4312,1829246
GCF_016406245.1,4,1810309,452577.2,1741690,1741690,1741690,1676708.739,12831,1741690
GCF_004354555.1,10,1844954,184495.4,522104,230000,85527,487795.898,1613,739867
GCF_002591805.1,9,1982921,220324.6,1818190,1818190,1818190,1669303.329,6802,1818190
GCF_006381855.1,4,1835522,458880.5,1362860,236917,151478,1058861.488,84267,1362860
GCF_009792915.1,8,1735318,216914.8,1176700,237962,203961,858781.544,2800,1176700
GCF_008326545.1,8,1806779,225847.4,1253651,229512,208605,927247.418,1338,1253651
GCF_018991475.1,25,1913902,76556.1,398202,226155,90069,523430.994,495,859247
GCF_002115685.1,19,1829881,96309.5,315782,143589,65943,345908.095,1530,641698
GCF_004359915.1,31,1830938,59062.5,164706,84276,38406,209536.081,1031,395300
GCF_006406175.1,39,1898387,48676.6,164706,75760,27899,201140.274,839,395300
GCF_008326505.1,42,2061777,49089.9,161012,108427,34985,283931.159,1002,515920
GCF_001077275.1,37,1823349,49279.7,153591,103345,38774,143889.586,207,230449
GCF_014060965.1,28,1869057,66752.0,152714,102349,58330,170746.593,1033,318693
GCF_007989545.1,25,1787565,71502.6,143129,79135,64768,147152.500,911,272186
GCF_014927285.1,56,1873097,33448.2,127018,73230,37181,105301.282,217,183793
GCF_013432155.1,39,1760696,45146.1,108113,71986,27721,155426.938,533,360332
GCF_001062635.1,58,1807111,31157.1,76176,49217,23127,90372.770,200,228623
GCF_000026405.1,5,1896614,379322.8,1796284,1796284,1796284,1702822.086,12183,1796284
GCF_000239895.1,76,1934425,25453.0,85949,61842,25086,82520.049,109,152198
GCF_000239915.1,83,1969963,23734.5,73532,34966,16320,71665.311,103,138315
GCF_000239935.1,45,1801604,40035.6,126240,49186,30632,130791.957,109,232623
GCF_014634865.1,41,1939077,47294.6,101556,64226,26241,172955.423,1232,441663
GCF_016939455.1,4,1898884,474721.0,1829213,1829213,1829213,1762952.792,21775,1829213
GCF_014634785.1,77,2291144,29755.1,121609,57906,15942,205440.396,1032,555444
GCF_004354645.1,16,1660517,103782.3,273258,181819,90842,291004.470,1028,480020
GCF_018993745.1,16,1671397,104462.3,1028303,134162,68608,676217.490,457,1028303
GCF_000165675.1,30,1638971,54632.4,107946,44440,33672,158920.419,105,323176
GCF_001998805.1,3,1715191,571730.3,1663492,1663492,1663492,1614321.216,13059,1663492
GCF_000298875.1,1,1893499,1893499.0,1893499,1893499,1893499,1893499.000,1893499,1893499
GCF_019655935.1,9,1939695,215521.7,1397179,196775,91920,1043275.363,2301,1397179
GCF_020089505.1,10,1944754,194475.4,1445491,196771,128995,1108285.618,2247,1445491
GCF_020089445.1,11,1951221,177383.7,481315,229698,118945,627415.894,1225,957319
GCF_020089455.1,12,1934856,161238.0,399502,279693,118995,548476.141,1883,886149
GCF_009296125.1,4,1924384,481096.0,1836357,1836357,1836357,1753778.806,19636,1836357
GCF_013403485.1,1,1812661,1812661.0,1812661,1812661,1812661,1812661.000,1812661,1812661
GCF_019655955.1,13,1933685,148745.0,282742,114533,82451,447130.660,5404,839137
GCF_020088905.1,12,1970415,164201.2,1176892,469563,98985,827452.736,2370,1176892
GCF_900016145.1,22,2008362,91289.2,230561,84283,46927,208549.901,4014,413377
GCF_020089135.1,29,2020394,69668.8,216693,98985,51213,178779.773,1407,329087
GCF_020089085.1,30,1986052,66201.7,213388,105878,35613,255491.832,1120,489170
GCF_020088925.1,13,1907326,146717.4,415607,203022,118726,344051.502,1251,538307
GCF_020088885.1,15,2007795,133853.0,326528,255241,193320,318711.644,1113,492934
GCF_020088965.1,33,1978502,59954.6,191247,62341,31276,166919.999,1251,296702
GCF_020089165.1,21,1938770,92322.4,159428,99271,46225,172670.892,1263,306704
GCF_020089045.1,23,2016296,87665.0,157421,102362,52572,191217.392,1283,396979
GCF_020089125.1,47,2054414,43710.9,157345,82903,28389,166867.684,1111,344785
GCF_020089105.1,24,2000272,83344.7,182261,97245,51234,201367.128,1862,447591
GCF_020088915.1,32,1942481,60702.5,153227,93045,32334,156441.390,1034,292247
GCF_020088845.1,27,1822170,67487.8,147706,52725,29954,136868.192,1595,263868
GCF_020089005.1,44,2001734,45494.0,144646,71160,28878,140851.043,1048,276106
GCF_020089065.1,44,2003771,45540.2,134579,57453,23409,134399.165,1017,263012
GCF_900016175.1,22,2085182,94781.0,327026,102300,49449,222169.501,1071,401890
GCF_020088805.1,49,1951104,39818.4,126244,51234,19176,118369.534,1086,231121
GCF_020089205.1,25,1903305,76132.2,147848,55565,44083,167775.728,1027,331360
GCF_020089215.1,27,1849936,68516.1,147651,60282,40044,176299.487,1062,375495
GCF_020088855.1,20,1897457,94872.9,193248,113887,48705,224896.026,1431,487809
GCF_020089025.1,47,2122257,45154.4,211750,51571,19755,185737.257,1120,359832
GCF_020088985.1,17,1913929,112584.1,231914,179796,100731,249555.164,1017,388009
GCF_020088825.1,33,1913754,57992.5,108553,59931,31119,132175.121,1251,312004
GCF_020088785.1,28,1870136,66790.6,101644,59579,34396,144543.998,1027,298155
GCF_020089185.1,32,2020657,63145.5,121027,51241,31300,154292.914,1054,309433
GCF_900218135.1,50,1890912,37818.2,92781,40047,21479,104120.210,1146,256149
GCF_020089265.1,34,1908361,56128.3,126334,54154,38965,158000.458,1027,362197
GCF_001536305.1,4,2050732,512683.0,1965841,1965841,1965841,1885699.176,19683,1965841
GCF_000196855.1,1,1954080,1954080.0,1954080,1954080,1954080,1954080.000,1954080,1954080
GCF_006770305.1,1,1817679,1817679.0,1817679,1817679,1817679,1817679.000,1817679,1817679
GCF_019655975.1,10,1924494,192449.4,564757,187356,91887,423500.359,5346,613719
GCF_020089325.1,10,1885451,188545.1,559305,559305,114306,615323.636,3101,890102
GCF_020089365.1,10,1897836,189783.6,599704,599704,278121,613621.534,2069,844784
GCF_020089485.1,10,1911276,191127.6,633552,633552,180022,674262.523,2289,916619
GCF_020089375.1,6,1919726,319954.3,1151147,600905,600905,886697.885,2377,1151147
GCF_020089305.1,9,1834759,203862.1,559672,559672,191080,656043.846,1046,916355
GCF_020089345.1,11,1919893,174535.7,1053052,479252,121846,725661.225,1330,1053052
GCF_020089405.1,24,1970685,82111.9,186934,145411,51853,197055.309,1160,334432
GCF_020089225.1,32,1972321,61635.0,179892,92761,51454,302059.790,1059,630953
GCF_020089425.1,11,1918628,174420.7,378153,174691,122082,419294.454,11141,740493
GCF_000166715.1,43,1957281,45518.2,156181,52764,24289,136067.686,159,247613
GCF_019655995.1,22,1755314,79787.0,218808,80514,38164,165154.593,809,268180
GCF_012396485.1,18,1758434,97690.8,218908,152284,41921,192539.946,1032,303617
GCF_019656015.1,35,1963716,56106.2,126870,72691,22641,183052.259,644,395422
GCF_900016185.1,29,2083632,71849.4,135247,82248,32610,202089.151,1058,374664
GCF_900016165.1,23,2089488,90847.3,140237,104638,51450,238185.725,2120,443491
GCF_900016205.1,29,2058101,70969.0,127837,62354,32709,151336.227,1413,296352
GCF_900009505.1,31,1992761,64282.6,114503,91915,34575,142086.185,1038,299618
GCF_004551615.1,4,1993440,498360.0,1917647,1917647,1917647,1845716.256,20691,1917647
GCF_000092505.1,6,2101787,350297.8,2002721,2002721,2002721,1909443.928,3196,2002721
GCF_007954605.1,2,1791608,895804.0,1781455,1781455,1781455,1771417.074,10153,1781455
GCF_007954665.1,2,1839813,919906.5,1790249,1790249,1790249,1743355.478,49564,1790249
GCF_001698145.1,4,1788069,447017.2,1737502,1737502,1737502,1688876.241,10453,1737502
GCF_007954625.1,4,1787635,446908.8,1635644,1635644,1635644,1501526.351,28768,1635644
GCF_014050705.1,3,1835155,611718.3,1758110,1758110,1758110,1686320.678,19273,1758110
GCF_002287365.1,2,1741511,870755.5,1726690,1726690,1726690,1712121.266,14821,1726690
GCF_015553465.1,9,1677195,186355.0,458290,208326,76411,343894.855,5430,501577
GCF_020708945.1,23,1690083,73481.9,309780,124186,76274,313256.352,268,566338
GCF_020708975.1,16,1684371,105273.2,309780,124186,76341,314321.194,448,566338
GCF_015551285.1,21,1657144,78911.6,217798,91904,57652,165838.755,1396,240652
GCF_018993775.1,25,1712162,68486.5,174610,93469,42872,169724.328,471,289802
GCF_001411775.1,22,1761426,80064.8,167937,127265,118847,183826.416,597,330797
GCF_009678855.1,30,1747998,58266.6,109178,66757,39424,111324.749,1063,229228
GCF_000709265.1,35,1688172,48233.5,87470,68335,51832,151312.532,563,323442
GCF_004167235.1,38,1738142,45740.6,86942,57024,26958,88430.816,1063,167612
GCF_002092595.1,47,1724391,36689.2,82246,36678,19959,88721.882,1055,157954
GCF_002092695.1,48,1724661,35930.4,74484,37073,20072,81291.908,1055,157466
GCF_006539105.1,49,1643490,33540.6,65332,40780,18341,61619.400,535,107714
GCF_014651235.1,58,1648881,28429.0,57641,30272,18219,76596.932,552,242211
GCF_019656035.1,58,1615248,27849.1,52722,28615,19175,74124.535,562,242803
GCF_000179875.1,98,1720683,17558.0,55113,24054,11483,66769.600,101,156107
GCF_008107645.1,13,1865857,143527.5,1239318,206912,61246,865040.974,1336,1239318
GCF_009913915.1,3,2058732,686244.0,1988249,1988249,1988249,1921389.982,33117,1988249
GCF_002370415.1,4,2137369,534342.2,2090103,2090103,2090103,2044409.452,2869,2090103
GCF_004103675.1,5,2182604,436520.8,2057400,2057400,2057400,1941371.235,15213,2057400
GCF_016127295.1,2,2075758,1037879.0,2038391,2038391,2038391,2002369.333,37367,2038391
GCF_019048965.1,5,2134525,426905.0,2017582,2017582,2017582,1908995.865,10187,2017582
GCF_003255835.1,4,2087307,521826.8,2004569,2004569,2004569,1926210.923,24533,2004569
GCF_004194375.1,5,2087214,417442.8,1980926,1980926,1980926,1881436.286,22435,1980926
GCF_009913935.1,4,2058439,514609.8,1973483,1973483,1973483,1893284.422,18960,1973483
GCF_021253825.1,5,2098412,419682.4,1973419,1973419,1973419,1858226.120,14080,1973419
GCF_004102585.1,4,2039393,509848.2,1946833,1946833,1946833,1860029.356,17338,1946833
GCF_003433375.1,4,1970060,492515.0,1894793,1894793,1894793,1823474.850,18944,1894793
GCF_018336555.1,1,1799572,1799572.0,1799572,1799572,1799572,1799572.000,1799572,1799572
GCF_007954745.1,4,1864558,466139.5,1777320,1777320,1777320,1695811.200,10238,1777320
GCF_900461615.1,2,2081645,1040822.5,2038378,2038378,2038378,1996909.610,43267,2038378
GCF_900452955.1,3,1973251,657750.3,1926819,1926819,1926819,1882116.150,13778,1926819
GCF_018257055.1,10,2110548,211054.8,1544739,256079,119118,1175097.949,1172,1544739
GCF_900290445.1,13,2022188,155552.9,1483682,252808,119935,1134568.620,559,1483682
GCF_008690745.1,10,2018130,201813.0,552397,252457,119659,615516.771,433,920607
GCF_900290155.1,26,2075569,79829.6,360722,253110,118902,489575.813,561,849084
GCF_900312985.1,44,2106132,47866.6,287312,253110,35762,462151.503,521,851470
GCF_004745755.1,26,2126822,81800.8,275124,119564,30072,443845.163,1223,862274
GCF_018991785.1,33,2074914,62876.2,253442,172074,115464,353245.701,314,691506
GCF_014060975.1,23,2099741,91293.1,363198,178999,86616,370684.901,1674,693274
GCF_008689715.1,39,1855300,47571.8,149193,75918,39906,131731.576,231,253750
GCF_008689685.1,35,2088594,59674.1,148068,101539,29672,340429.332,255,744781
GCF_001541125.1,11,1815975,165088.6,446287,242731,88812,432961.779,4178,702867
GCF_009497095.1,79,1979386,25055.5,146379,77167,32976,168362.169,230,409348
GCF_008690805.1,41,1765686,43065.5,122069,53331,23843,131818.928,213,222440
GCF_005864365.1,40,1871533,46788.3,96446,63680,25466,158683.092,255,383178
GCF_000787735.1,41,1859317,45349.2,93695,47543,26785,119654.436,577,287544
GCF_006406185.1,43,1859949,43254.6,88022,53538,33916,166689.720,233,462842
GCF_019927105.1,184,2244258,12197.1,82601,31742,9250,92096.458,221,177735
GCF_004368765.1,60,2032848,33880.8,92823,66949,18361,102728.957,1055,211487
GCF_019926925.1,112,2030920,18133.2,76007,50318,12231,142518.786,204,358051
GCF_001570665.1,58,2032849,35049.1,74737,37408,20420,102546.598,539,240416
GCF_001515385.1,69,2004312,29048.0,66337,29562,16221,86729.878,511,208225
GCF_019926965.1,91,1987213,21837.5,65681,33733,9966,75070.695,1135,185467
GCF_902374135.1,29,1735074,59830.1,513909,128300,76219,377335.074,556,543364
GCF_000512955.1,1,1896413,1896413.0,1896413,1896413,1896413,1896413.000,1896413,1896413
GCF_000756355.1,6,1874188,312364.7,1332498,237909,120700,993153.192,19984,1332498
GCF_001184265.1,65,1906364,29328.7,75366,49968,18129,132562.229,374,382195
GCF_000160595.1,29,1735074,59830.1,513909,128300,76219,377335.074,556,543364
GCF_001047695.1,2,1854727,927363.5,1818633,1818633,1818633,1783943.818,36094,1818633
GCF_007990145.1,60,1717684,28628.1,66974,44361,16750,85102.220,513,241444
GCF_001184245.1,63,2007923,31871.8,76771,44980,17423,110792.739,390,259998
GCF_001886915.1,4,1983917,495979.2,1893478,1893478,1893478,1808734.602,20026,1893478
GCF_002117185.1,1,2124039,2124039.0,2124039,2124039,2124039,2124039.000,2124039,2124039
GCF_001583825.1,1,1986568,1986568.0,1986568,1986568,1986568,1986568.000,1986568,1986568
GCF_002009375.1,5,2124100,424820.0,1923948,1923948,1923948,1747530.403,36128,1923948
GCF_002148235.1,4,1946876,486719.0,1891719,1891719,1891719,1838781.074,8768,1891719
GCF_009676745.1,3,1854316,618105.3,1777316,1777316,1777316,1705113.532,37351,1777316
GCF_007990165.1,38,2042175,53741.4,166781,76143,42136,208887.224,513,445897
GCF_005049065.1,13,1948225,149863.5,1120740,243351,115575,724356.090,236,1120740
GCF_002092735.1,70,2277600,32537.1,245116,114715,23412,206078.543,210,354158
GCF_001184255.1,85,2036093,23954.0,160323,34844,10767,134641.331,237,285382
GCF_002092745.1,54,2224598,41196.3,154779,73934,22754,162220.651,1051,359813
GCF_003346345.1,33,2103410,63739.7,138605,82574,34756,124691.581,843,182290
GCF_006538765.1,31,1909810,61606.8,131718,85565,47886,193263.506,641,446542
GCF_003346165.1,81,1959512,24191.5,70716,31076,14097,86803.296,520,271804
GCF_002092705.1,68,1848282,27180.6,68903,34118,13839,110427.141,1005,340743
GCF_003346155.1,84,2012226,23955.1,64686,26378,12075,88304.471,581,271773
GCF_000014445.1,2,2075763,1037881.5,2038396,2038396,2038396,2002374.330,37367,2038396
GCF_000234825.3,5,2017261,403452.2,1900740,1900740,1900740,1792742.846,19293,1900740
GCF_019656055.1,12,1913501,159458.4,243452,179935,146407,270419.937,1414,479544
